일련번호,번호,명칭,명칭(원문),요약,요약(원문),출원인,출원인영문명,출원인국가,출원인대표명,발명자,국제특허분류,공통특허분류,미국특허분류,출원번호,출원일,공개번호,공개일,공고번호,공고일,등록번호,등록일,우선권번호,국제출원번호,국제출원일,국제공개번호,국제공개일,INPADOC 패밀리,심사관,대리인,지정국가,독립 청구항수,전체 청구항수,대표 청구항,대표 청구항(원문),전체 청구항,전체 청구항(원문),권리 현황,최종 상태,현재소유자,권리만료예상일,자국인용특허,외국인용특허,자국피인용특허,자국인용횟수,자국피인용횟수,특허평가등급,특허평가점수,발명자평가평균등급,발명자평가평균점수,FI,F-Term,INPADOC패밀리수,INPADOC패밀리국가수,발명자수,Genealogy수,INPADOC패밀리국가,소유권이전여부,소유권최종양도일,특허전문 Link
31,USD637121,Vehicle rear bumper cover insert,,,,Ford Motor Company,,US,FORD MOTOR CO,Lamm; Stefan|Paruch; Boguslaw|Giachin; Roberto,1216,,D12/169,US29/375011,2010.09.16,,,,,USD637121,2011.05.03,,,,,,USD637121S,Brown; Melody N,"Porcari, Damian",,1,1,"An ornamental design for a vehicle rear bumper cover insert, as shown and described.",,"An ornamental design for a vehicle rear bumper cover insert, as shown and described.",,Alive,Alive,FORD MOTOR CO,2025.05.03,"USD545729,USD545732,USD558105,USD575694,USD575696,USD623566,USD628944",,"USD647435,USD650725,USD694680,USD762916",7,4,,,A0,7,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0637121__?key=lEQ7cgkI3IvQhkge4UHIObXqgCaQM1Hh&site=FOCUST3-KR
32,USD637120,Vehicle rear lower bumper cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Lamm; Stefan|Paruch; Boguslaw|Giachin; Roberto,1216,,D12/169,US29/375010,2010.09.16,,,,,USD637120,2011.05.03,,,,,,USD637120S,Brown; Melody N,"Porcari, Damian",,1,1,"An ornamental design for a vehicle rear lower bumper cover, as shown and described.",,"An ornamental design for a vehicle rear lower bumper cover, as shown and described.",,Alive,Alive,FORD MOTOR CO,2025.05.03,"USD534463,USD535228,USD535595,USD542196,USD545248,USD546736,USD555551,USD560145,USD585343,USD592571,USD601063,USD603764,USD603765,USD607790,USD607791,USD610503,USD610504,USD617696,USD617697,USD628944",,"USD669003,USD677202,USD688990,USD703117,USD724503,USD749021,USD749023,USD771535,USD784868,USD787386",20,10,,,A0,7,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0637120__?key=lEQ7cgkI3IvQhkge4UHIOWx1sSQO3BXC&site=FOCUST3-KR
33,USD637119,Vehicle rear bumper cover insert,,,,Ford Motor Company,,US,FORD MOTOR CO,Lamm; Stefan|Paruch; Boguslaw|Giachin; Roberto,1216,,D12/169,US29/375008,2010.09.16,,,,,USD637119,2011.05.03,,,,,,USD637119S,Brown; Melody N,"Porcari, Damian",,1,1,"An ornamental design for a vehicle rear bumper cover insert, as shown and described.",,"An ornamental design for a vehicle rear bumper cover insert, as shown and described.",,Alive,Alive,FORD MOTOR CO,2025.05.03,"USD545729,USD545732,USD558105,USD575694,USD575696,USD623566,USD628944",,"USD647435,USD650725,USD686116,USD694680,USD746727,USD746728",7,6,,,A0,7,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0637119__?key=lEQ7cgkI3IvQhkge4UHIOdiGeqFTH6%2fk&site=FOCUST3-KR
34,USD637118,Vehicle rear lower bumper cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Lamm; Stefan|Paruch; Boguslaw|Giachin; Roberto,1216,,D12/169,US29/375006,2010.09.16,,,,,USD637118,2011.05.03,,,,,,USD637118S,Brown; Melody N,"Porcari, Damian",,1,1,"An ornamental design for a vehicle rear lower bumper cover, as shown and described.",,"An ornamental design for a vehicle rear lower bumper cover, as shown and described.",,Alive,Alive,FORD MOTOR CO,2025.05.03,"USD534463,USD535228,USD535595,USD542196,USD545248,USD546736,USD555551,USD560145,USD585343,USD592571,USD601063,USD603764,USD603765,USD607790,USD607791,USD610503,USD610504,USD617696,USD617697,USD628944",,"USD644576,USD760630",20,2,,,A0,7,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0637118__?key=lEQ7cgkI3IvQhkge4UHIOYZ1easFD5xD&site=FOCUST3-KR
35,USD637117,Vehicle lower grille,,,,Ford Motor Company,,US,FORD MOTOR CO,Lamm; Stefan|Paruch; Boguslaw|Giachin; Roberto,1216,,D12/163,US29/375005,2010.09.16,,,,,USD637117,2011.05.03,,,,,,USD637117S,Brown; Melody N,"Porcari, Damian",,1,1,"An ornamental design for a vehicle lower grille, as shown and described.",,"An ornamental design for a vehicle lower grille, as shown and described.",,Alive,Alive,FORD MOTOR CO,2025.05.03,"USD307256,USD476606,USD575687,USD584197,USD598334,USD598336,USD602409,USD603304,USD606913,USD615008,USD618143,USD628522",,"USD777613,USD782943",12,2,,,A0,7,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0637117__?key=lEQ7cgkI3IvQhkge4UHIOVIMThEghJmk&site=FOCUST3-KR
36,USD637113,Convertible vehicle and/or replica thereof,,,,"Nissan Motor Co., Ltd.",,JP,NISSAN MOTOR CO LTD,Yukawa; Mutsuo|Shimizu; Youhei|Seo; Kuniharu,1208,,D12/092,US29/380342,2010.12.03,,,,,USD637113,2011.05.03,JP 2010014391 (2010.06.11),,,,,USD637113S,Brown; Melody N,"Global IP Counselors, LLP",,1,1,"The ornamental design for a convertible vehicle and/or replica thereof, as shown and described.",,"The ornamental design for a convertible vehicle and/or replica thereof, as shown and described.",,Alive,Alive,NISSAN MOTOR CO LTD,2025.05.03,"USD569767,USD588500,USD622635,USD632223",,"USD693738,USD788001",4,2,,,B-,3,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0637113__?key=lEQ7cgkI3IvQhkge4UHIOdExSgoxLkOU&site=FOCUST3-KR
37,USD637112,"Motor vehicle, toy and/or replica",,,,Dr. Ing. h.c. F. Porsche Aktiengesellschaft,,DE,PORSCHE AG,Saracoglu; Hakan,1208,,D12/092,US29/367824,2010.08.13,,,,,USD637112,2011.05.03,"EM 001196331-0001 (2010.02.16), EM 001196331-0002 (2010.02.16)",,,,,USD637112S,Brown; Melody N,RatnerPrestia,,1,1,"The ornamental design for a motor vehicle, toy and/or replica, as shown and described.",,"The ornamental design for a motor vehicle, toy and/or replica, as shown and described.",,Alive,Alive,PORSCHE AG,2025.05.03,"USD478843,USD491843,USD506161,USD507992,USD551126,USD589403,USD593001,USD617683,USD628124",,"USD659593,USD663239,USD664475,USD665321,USD669001,USD671457,USD671467,USD673484,USD692350,USD717211,USD755678,USD778791,USD780063,USD781747",9,14,,,A+,8,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0637112__?key=lEQ7cgkI3IvQhkge4UHIOaB3iNQTP0OF&site=FOCUST3-KR
38,USD636793,Track for a land vehicle,,,,Zakrytoe Aktsionernoe Obshchestvo Nauchno-Proizvodstvennoe Obyedinenie Kompozit,,RU,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO NAUCHNO PROIZVODSTVENNOE OBYEDINENIE KOMPOZIT,Vladimirovich; Degtyarev Aleksandr,1503,,D15/028,US29/365393,2010.07.08,,,,,USD636793,2011.04.26,RU 2010500984 (2010.04.13),,,,,"CA137398S, USD636793S",Goodwin; Mark A,"Notaro, Michalos & Zaccaria P.C.",,1,1,"The ornamental design for a track for a land vehicle, as shown and described.",,"The ornamental design for a track for a land vehicle, as shown and described.",,Alive,Alive,LLC COMPOSIT,2025.04.26,"USD216301,US3582154,USD222247,US3637267,US3754798,US3756668,USD242612,USD243517,USD260899,USD283206,USD298018,USD302017,USD376996,USD380419,USD386721,USD389428,USD389429,USD389430,USD389431,USD389432,USD389433,USD389434,USD389435,US5713645,US5730510,USD393607,USD394615,USD408326,US6109705,USD431015,USD436892,US6575540,US6626258,USD511481,USD565605,USD567823,USD588169,USD619930",,"US9505451,USD653681,USD680561,USD681071,USD768033,USD768034",38,6,,,B0,4,,,2,2,1,0,"CA,US",N,,http://service.wisdomain.net/FullTextService/View/USD0636793__?key=lEQ7cgkI3Iu2kzFE1x9WsgFh3gZxDUvR&site=FOCUST3-KR
39,USD636788,Air intake snorkel for a vehicle,,,,Australian Performance Development Pty Ltd,,AU,AUSTRALIAN PERFORMANCE DEVELOPMENT PTY LTD,Luxon; Peter|Randhawa; Manvir,1501,,"D15/005, D12/400",US29/347726,2010.04.23,,,,,USD636788,2011.04.26,AU 14122/2009 (2009.10.23),,,,,USD636788S,Nelson; T. Chase|Dworzecka; Ania K,Duane Morris LLP,,1,1,"The ornamental design for an air intake snorkel for a vehicle, as shown and described.",,"The ornamental design for an air intake snorkel for a vehicle, as shown and described.",,Alive,Alive,AUSTRALIAN PERFORMANCE DEVELOPMENT PTY LTD,2025.04.26,"US6564766,US6637537,US6966292,USD532019,USD545725,US7281511,USD562749,US7685985,USD627369,2002/0179030(US6752115),2003/0019456(US6564766),2006/0185639,2006/0196462(US7281511),2010/0083928(US8137425),2010/0229817,2010/0229818(US8516986)",,"USD646611,USD648745,USD649162,USD660754,USD680554,USD687071,USD687072,USD687075,USD692358,USD693370,USD698831,USD719190,USD746199,USD752109,USD774101",14,15,,,B+,5,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636788__?key=lEQ7cgkI3Iu2kzFE1x9WsgwqHR7PsaiF&site=FOCUST3-KR
40,USD636787,Air intake snorkel for a vehicle,,,,Australian Performance Development Pty Ltd,,AU,AUSTRALIAN PERFORMANCE DEVELOPMENT PTY LTD,Luxon; Peter|Randhawa; Manvir,1501,,"D15/005, D12/400",US29/347711,2010.04.16,,,,,USD636787,2011.04.26,AU 328449S (2009.10.16),,,,,USD636787S,Nelson; T. Chase|Dworzecka; Ania K,Duane Morris LLP,,1,1,"The ornamental design for an air intake snorkel for a vehicle, as shown and described.",,"The ornamental design for an air intake snorkel for a vehicle, as shown and described.",,Alive,Alive,AUSTRALIAN PERFORMANCE DEVELOPMENT PTY LTD,2025.04.26,"US6564766,US6637537,US6966292,USD532019,USD545725,US7281511,USD562749,US7685985,USD627369,2002/0179030(US6752115),2003/0019456(US6564766),2006/0185639,2006/0196462(US7281511),2010/0083928(US8137425),2010/0229817,2010/0229818(US8516986)",,"USD648745,USD649162,USD651964,USD680554,USD687071,USD687072,USD687075,USD693370,USD698831,USD719190,USD719498,USD719896,USD736141,USD752109,USD774101",14,15,,,B+,5,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636787__?key=lEQ7cgkI3Iu2kzFE1x9WsiMZCK2oFmOE&site=FOCUST3-KR
41,USD636736,Vehicle light plug locking system,,,,"Kaper II, Inc.",,US,KAPER II INC,Otasu; Ivan A.|Marquardt; Craig E.,1303,,D13/154,US29/368783,2010.08.30,,,,,USD636736,2011.04.26,,,,,,USD636736S,Bui; Daniel D,Stoel Rives LLP,,1,1,"The ornamental design for a vehicle light plug locking system, as shown and described.",,"The ornamental design for a vehicle light plug locking system, as shown and described.",,Alive,Alive,KAPER II INC,2025.04.26,"US3218448,US3341802,US3474381,US4611873,USD331915,USD387730,USD392618,USD400170,USD496910,US7709735,USD622670",,"USD703033,USD705177,USD711835,USD719923,USD727269,USD747537,USD749525,USD749526,USD788044",11,9,,,B0,4,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636736__?key=lEQ7cgkI3Iu2kzFE1x9WsstFlEo%2f0qgM&site=FOCUST3-KR
42,USD636716,Front face of a vehicle wheel,,,,Claus Ettensberger Corp.,,US,CLAUS ETTENSBERGER CORP,Ettensberger; Claus,1216,,D12/211,US29/378211,2010.11.01,,,,,USD636716,2011.04.26,,,,,,USD636716S,Cadmus; Stacia,"Berenato & White, LLC",,1,1,"The ornamental design for a front face of a vehicle wheel, as shown and described.",,"The ornamental design for a front face of a vehicle wheel, as shown and described.",,Alive,Alive,CLAUS ETTENSBERGER CORP,2025.04.26,"USD480036,USD506172,USD512359,USD512949,USD514046,USD532736,USD532738,USD532739,USD532740,USD539721,USD546263,USD553069,USD577649,USD580336,USD592119,USD596549,USD597014,USD604685,USD606922,USD610064,USD617709,USD620418,USD625245,USD630567",,"USD646212,USD649104,USD656879,USD662025,USD680485,USD689004,USD695197,USD709019,USD713316,USD716713,USD787414",24,11,,,A-,6,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636716__?key=lEQ7cgkI3Iu2kzFE1x9Wsn7ECGxNQ0ln&site=FOCUST3-KR
43,USD636714,Vehicle floor mat,,,,Packy Poda Inc.,,TW,PACKY PODA INC,Lu; Michael,1216,,D12/203,US29/383406,2011.01.18,,,,,USD636714,2011.04.26,,,,,,USD636714S,Cadmus; Stacia,"Kamrath, Alan; Kamrath & Associates PA",,1,1,"The ornamental design for a vehicle floor mat, as shown and described.",,"The ornamental design for a vehicle floor mat, as shown and described.",,Alive,Alive,PACKY PODA INC,2025.04.26,"USD420965,USD424498,USD432478,USD444115,USD474437,USD478304,USD488419,USD529851,USD542204,USD604219",,"USD659623,USD697465,USD701155",10,3,,,A+,8,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636714__?key=lEQ7cgkI3Iu2kzFE1x9WsrrzS6G12vy0&site=FOCUST3-KR
44,USD636712,Applique for motor vehicle,,,,,,,,Shymkiw; Robert William,1208,,D12/190,US29/351685,2009.12.09,,,,,USD636712,2011.04.26,US 29/324168 (2008.09.08),,,,,"USD607392S, USD636712S",Veynar; Caron|Kile; Katrina A,"Knobbe, Martens, Olson & Bear, LLP",,1,1,"The ornamental design for an applique for motor vehicle, as shown and described.",,"The ornamental design for an applique for motor vehicle, as shown and described.",,Alive,Alive,,2025.04.26,"USD263294,USD394035,USD429195,USD432064,USD540228,USD540229,USD545258,USD556015,USD566022,USD586273",,"USD659059,USD660753,USD668596,USD711302,USD717222,USD728437,USD729716,USD746200,USD748026,USD748547,USD748548,USD763152",10,12,,,,,,,2,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636712__?key=lEQ7cgkI3Iu2kzFE1x9WstU6kNuvBm0T&site=FOCUST3-KR
45,USD636711,Steering wheel for a motor vehicle,,,,"Grant Products International, Inc.",,US,GRANT PRODUCTS INTERNATIONAL INC,Anzi; Johnny,1216,,D12/176,US29/367312,2010.08.05,,,,,USD636711,2011.04.26,,,,,,USD636711S,Brown; Melody N,"Venable LLP; Kirchanski, Stefan J.",,1,1,"The ornamental design for a steering wheel for a motor vehicle, as shown and described.",,"The ornamental design for a steering wheel for a motor vehicle, as shown and described.",,Alive,Alive,GRANT PRODUCTS INTERNATIONAL INC,2025.04.26,"USD552017,USD563294,USD576930,USD593010,USD600612,USD619520,USD620853",,"USD647441,USD651543,USD663244,USD672293,USD696991,USD696992,USD703594,USD704108,USD706187,USD709006,USD710769,USD727226,USD735099,USD739318,USD741759,USD743860,USD766147,USD773359",7,18,,,B0,4,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636711__?key=lEQ7cgkI3Iu2kzFE1x9WsplZenkVIjIx&site=FOCUST3-KR
46,USD636707,Vehicle,,,,Polaris Industries Inc.,,US,POLARIS INDUSTRIES INC,Bracy; Garth|Tandrup; Matthew D.,1211,,D12/107,US29/338582,2009.06.15,,,,,USD636707,2011.04.26,,,,,,USD636707S,Hyder; Philip S|Brooks; Linda G.,Baker & Daniels LLP,,1,1,"We claim the ornamental design for the vehicle, as shown and described.",,"We claim the ornamental design for the vehicle, as shown and described.",,Alive,Alive,POLARIS INDUSTRIES INC,2025.04.26,"USD440188,USD452189,USD501570,USD518423,USD519439,USD520252,USD555036,USD562734,USD592556,USD592557,USD595188,USD610514",,"USD720258,USD722284,USD722537",12,3,,,B0,4,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636707__?key=lEQ7cgkI3Iu2kzFE1x9Wsrx12VPl0MMn&site=FOCUST3-KR
47,USD636408,Air in take snorkel for a vehicle,,,,Australian Performance Development Pty Ltd.,,AU,AUSTRALIAN PERFORMANCE DEVELOPMENT PTY LTD,Luxon; Peter|Randhawa; Manvir,1501,,"D15/005, D12/400",US29/347783,2010.06.04,,,,,USD636408,2011.04.19,AU 14733/2009 (2009.12.04),,,,,USD636408S,Nelson; T. Chase|Dworzecka; Ania K,Duane Morris LLP,,1,1,"The ornamental design for an air intake snorkel for a vehicle, as shown and described.",,"The ornamental design for an air intake snorkel for a vehicle, as shown and described.",,Alive,Alive,AUSTRALIAN PERFORMANCE DEVELOPMENT PTY LTD,2025.04.19,"US6564766,US6637537,US6966292,USD532019,USD545725,US7281511,USD562749,US7685985,USD627369,2002/0179030(US6752115),2003/0019456(US6564766),2006/0185639,2006/0196462(US7281511),2010/0083928(US8137425),2010/0229817,2010/0229818(US8516986)",,"USD646611,USD648745,USD649162,USD680554,USD687071,USD687072,USD687075,USD693370,USD698831,USD719190,USD752109,USD774101",14,12,,,B+,5,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636408__?key=lEQ7cgkI3Iu2kzFE1x9WskyL%2ff3clbul&site=FOCUST3-KR
48,USD636325,Decorative accessory sleeve for an automotive mirror,,,,,,,,Marsh; Christopher J.,1216,,"D12/401, D12/188",US29/376722,2010.10.11,,,,,USD636325,2011.04.19,,,,,,USD636325S,Veynar; Caron|Kile; Katrina A,"Rusche, H. Frederick; Husch Blackwell LLP",,1,1,"I claim the ornamental design for an decorative accessory sleeve for an automotive mirror, as shown and described.",,"I claim the ornamental design for an decorative accessory sleeve for an automotive mirror, as shown and described.",,Alive,Alive,,2025.04.19,"US260576,US606107,US3426815,US4915488,US4974355,USD330927,USD390529,USD399655,USD433344,USD446270,US6325121,USD550457,USD550960,USD555572,USD576939,2010/0254034",,"USD653192,USD656454,USD660780,USD673495,USD679238,USD692821,USD744919",16,7,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636325__?key=lEQ7cgkI3Iu2kzFE1x9WshUt3E20L15c&site=FOCUST3-KR
49,USD636320,Vehicle wheel,,,,Ford Motor Company,,US,FORD MOTOR CO,Lamm; Stefan|Gueler; Murat,1216,,D12/211,US29/344530,2009.09.30,,,,,USD636320,2011.04.19,,,,,,USD636320S,Cadmus; Stacia,"Porcari, Damian",,1,1,"The ornamental design for a vehicle wheel, as shown and described.",,"The ornamental design for a vehicle wheel, as shown and described.",,Alive,Alive,FORD MOTOR CO,2025.04.19,"USD401206,USD405409,USD406092,USD438162,USD438833,USD454327,USD500978,USD527332,USD547251,USD553069,USD571704,USD579846,USD595632",,"USD660769,USD662025,USD685309,USD726087,USD760142,USD764370,USD769167,USD778223,USD778799,USD780660,USD784897,USD786766,USD787408",13,13,,,A+,8,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636320__?key=lEQ7cgkI3Iu2kzFE1x9Wsgy5c%2f1HeinT&site=FOCUST3-KR
50,USD636319,Front face of a vehicle wheel,,,,Daimler AG,,DE,DAIMLERCHRYSLER CORP,Toth; Benedek,1216,,D12/211,US29/300662,2008.04.23,,,,,USD636319,2011.04.19,EM 000813977-0014 (2007.10.24),,,,,USD636319S,Cadmus; Stacia,Crowell & Moring LLP,,1,1,"The ornamental design for a front face of a vehicle wheel, as shown and described.",,"The ornamental design for a front face of a vehicle wheel, as shown and described.",,Alive,Alive,DAIMLERCHRYSLER CORP,2025.04.19,"USD466067,USD516490,USD525577,USD526268,USD554034,USD589425,USD599267,USD615916,USD620421,USD620872,USD627698",,"USD649499,USD653188,USD655232,USD662868,USD694693,USD721027,USD725567,USD766806,USD772133,USD784462",11,10,,,B0,4,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636319__?key=lEQ7cgkI3Iu2kzFE1x9WsgiGz4h%2fQ7so&site=FOCUST3-KR
51,USD636317,Vehicle door,,,,"Honda Motor Co., Ltd.",,JP,HONDA MOTOR CO LTD,Matei; Catalin|Simmons; Glenn Earl,1216,,D12/196,US29/363672,2010.06.11,,,,,USD636317,2011.04.19,US 29/355682 (2010.02.11),,,,,"CA136654S, CA136655S, CA136656S, CA136657S, CA136658S, CA136659S, USD630985S, USD631412S, USD632232S, USD633009S, USD633823S, USD633831S, USD633832S, USD633834S, USD633839S, USD634682S, USD634686S, USD634868S, USD636309S, USD636310S, USD636312S, USD636317S, USD647833S, USD660751S, USD668927S",Brown; Melody N,"Plumsea Law Group, LLC; Duell, Mark E.",,1,1,"The ornamental design for a vehicle door, as shown and described.",,"The ornamental design for a vehicle door, as shown and described.",,Alive,Alive,HONDA MOTOR CO LTD,2025.04.19,"USD573522,USD580332,USD598355,USD601072",,"USD644974,USD647837,USD654419,USD655230,USD659620,USD660212,USD671469,USD674328,USD676367,USD682173,USD695179,USD696998,USD699632,USD699658,USD700876,USD706181,USD706183,USD714695,USD715706,USD725006,USD730450,USD731383,USD733630,USD734211,USD746194,USD748302,USD749479,USD755673,USD757620,USD757621,USD758269,USD763481,USD773975,USD778472,USD784884",4,35,,,A+,8,,,25,2,2,0,"CA,US",N,,http://service.wisdomain.net/FullTextService/View/USD0636317__?key=lEQ7cgkI3Iu2kzFE1x9Wss3f2yjjXGtb&site=FOCUST3-KR
52,USD636316,Exhaust manifold for a vehicle,,,,"Group-A Autosports, Inc.",,US,GROUP A AUTOSPORTS INC,Hsu; David|Madrid; Charles,1216,,D12/194,US29/354467,2010.01.25,,,,,USD636316,2011.04.19,,,,,,USD636316S,Nelson; T. Chase|Pratt; Michael A,"Fox, Esq., Steven N.",,1,1,"The ornamental design for an exhaust manifold for a vehicle, as shown and described.",,"The ornamental design for an exhaust manifold for a vehicle, as shown and described.",,Alive,Alive,GROUP A AUTOSPORTS INC,2025.04.19,"US3507301,USD368247,US5816044,US5816045,USD484513,USD561078,USD561079,USD624474",,"USD685706,USD688614,USD704115,USD714698,USD718692",8,5,,,A-,6,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636316__?key=lEQ7cgkI3Iu2kzFE1x9Wsos4luab5PzJ&site=FOCUST3-KR
53,USD636314,Illuminated vehicle trim strip,,,,,,,,Wang; Calvin S.,1208,,D12/190,US29/372174,2010.10.26,,,,,USD636314,2011.04.19,,,,,,USD636314S,Veynar; Caron|Kile; Katrina A,"Cota, Albert O.",,1,1,"The ornamental design for an illuminated vehicle trim strip, as shown and described.",,"The ornamental design for an illuminated vehicle trim strip, as shown and described.",,Alive,Alive,,2025.04.19,"USD342476,USD425002,USD429203,USD484080,USD511731,USD625672",,"USD651964,USD660755,USD719498,USD719896,USD736141,USD761175",6,6,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0636314__?key=lEQ7cgkI3Iu2kzFE1x9WsmXNu40EySWG&site=FOCUST3-KR
